,City,Date,Text,Username
911,Orlando,2022-09-27 15:15:34+00:00,"As folks prepare for the hurricane, please remember to take in your yard signs! I will do the same with mine tonight 💪",AnnaForFlorida
912,Deltona,2022-09-28 13:20:58+00:00,I’m officially worried about this hurricane now.,Kinglust3r
913,Tampa,2022-09-29 12:13:29+00:00,"@LethalGamingGr That's alright, my family survived hurricane Ian and I have two LGG PRO pads coming in Friday!! Can't wait to replace this artisan with my brand new Venus Pro!",HYPE_Vicious
914,Safety Harbor,2022-09-28 06:07:45+00:00,Storm surge is a bitch. It's going to be even worse around Ft. Myers when Ian makes landfall.,Tom4nash
915,Fort Lauderdale,2022-09-25 01:58:19+00:00,@Showtime_Mia @allygtr13 everyday of the week will be ugly weather except for tomorrow. It's meant to be 🙏 https://t.co/S0POHl0MTM,stickybunnn
916,Plant City,2022-09-23 12:47:44+00:00,@CashApp Happy Friday.  Looking for a hurricane coming towards on Monday or so. Stay safe my friends. $lhawk0206,lisahawk0206
917,Lakeland,2022-09-28 18:40:53+00:00,Palm trees waving in the wind in Winter Haven FL outside where we're staying. #ian #HurricanIan https://t.co/e5rcEdBoei,yennidesroches
918,Miami,2022-09-27 02:09:37+00:00,#HurricanIan is dumping lots of rain over us here in #Hollywood #Florida. Ian is over the western part of #Cuba. https://t.co/fPUyeLZTdx,RildeGonzalez
919,Miami,2022-09-28 14:53:48+00:00,Looks like Hurricane Ian is gonna completely miss us. Dry as a bone here in Miami. Tampa and Northern Florida are gonna get nailed unfortunately. Hope everyone there stays safe. https://t.co/1k4vGCefX4,techsportsmark
920,St. Petersburg,2022-09-29 14:16:33+00:00,@TimRunsHisMouth Boy bye. The hurricane handled florida. He didnt handle shit. Whatever he gets done thru here is because Biden gave him the resources to do so,livluvward
921,Lauderhill,2022-09-28 00:18:33+00:00,I'm definitely not staying inside alone for this storm.,Kriss_TEE_Nuh
922,St. Petersburg,2022-09-23 14:44:27+00:00,"Now is the time to prepare for the storm, St. Pete! #stpeteprepares 

https://t.co/Pk1JC5waPF",MayorKenWelch
923,Weston,2022-09-28 14:57:37+00:00,There definitely is a calm before the storm. Also it’s extremely humid and hot outside #HurricaneIan,SwaggOD__T9
924,Deltona,2022-09-28 21:30:56+00:00,"Apopka, FL (5:18 PM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 5:18 PM local time and impacted at least 5 homes.",grid_events
925,Miami Beach,2022-09-23 22:08:21+00:00,TD#9 now creeping along the Caribbean is expected to grow to a catergory 3 Hurricane and turn North accross Cuba and might impact Florida West coast around Tampa maybe. All eyes on this one.,AlexPer51573831
926,Clearwater,2022-09-28 21:19:49+00:00,"Not to be like I’m waiting for this hurricane to give me a reason why we came home from GA so early, but 😒",soggycheesefry
927,Lake Mary,2022-09-28 05:48:11+00:00,"I thought this was a cool share while waiting for the pending storm to pass (be safe). Michiko Malandro Fan Club Tee https://t.co/kulPfqCcHI

#SdgtEntertainment #ThreadMarketZ #MichikoMalandro #Otaku #Anime #Brazil #AnimeGirls #Shirts #Fashion #Tees #Womens #HurricaneIan https://t.co/uQwGGSWoLT",SDGTStudio
928,Davie,2022-09-27 12:18:05+00:00,My sis @ne0n_pink recommended me the MyRadar app and I am obsessed now tracking this hurricane,msbiancapr
929,Tampa,2022-09-29 19:56:39+00:00,"Tampa Bay with no Bay 😔
#Hurricane_Ian #Florida #TampaBay https://t.co/kk4QbP6Ni6",milkwastedd
930,Sweetwater,2022-09-28 19:52:57+00:00,"2/ you KNOW we made it to MIA to get the passengers coming off that diverted flight from Boston.
Meet Janette, Nykia &amp; Chris - all now safe in Miami with a Hurricane Ian story to tell 

@WPLGLocal10 #IanHurricane #ian https://t.co/1VJ45BmDrk",GlennaWPLG
931,Aventura,2022-09-28 01:10:14+00:00,"@myfriendblondie It’s where I live, Broward County south Florida.. tornadoes touching down from the hurricane..",ChadSteingraber
932,Orlando,2022-09-28 11:53:39+00:00,IAN INTENSIFYING: The hurricane is just 2 mph away from being a Category 5. It is a Category 4 right now with winds of 155 mph. Tracking the storm: https://t.co/sMxHhVRvgl https://t.co/p66FURAp87,NewsGuyGreg
933,Orlando,2022-09-28 04:49:26+00:00,"@_ANAMILAN_ @SebastianGAB 
En espera del huracán 🌀 Ian aquí en la florida, se nos fastidio la 🏖️ Ana María Island 😔. 
Wish us blessings please! 🙏",YAZMINPR
934,Sunrise,2022-09-28 15:10:14+00:00,"At this time Hurricane is far North. @ Margate, Florida https://t.co/JQBLnUCyVT",tomsavoca
935,Sweetwater,2022-09-28 16:25:59+00:00,I’m gonna go see what Hurricane Ian looking like on the beach,BIGMONCHERY
936,Miami Beach,2022-09-27 20:19:06+00:00,"Spanish language weather news is different
#ian
https://t.co/tBZIk1eDti",volvoshine
937,Orange City,2022-09-29 21:02:03+00:00,"JUST IN: #Ian has restrengthened to a Category 1 hurricane with maximum sustained winds of 75 mph; located 240 miles south of Charleston, South Carolina, moving NNE at 10 mph. #Ian is expected to make landfall in South Carolina tomorrow. @livenowfox",JoshBreslowTV
938,Melbourne,2022-09-28 13:52:11+00:00,@_UglyButFunny Yeah Ian is about to skull fuck most of us lol,MachineGunKenny
939,Winter Springs,2022-09-29 23:12:00+00:00,@PardonMyTake @PFTCommenter @BarstoolBigCat @hen_ease Coors light getting us through the hurricane #taketheoveetonight https://t.co/12ImhzuK7a,jkman97
940,West Palm Beach,2022-09-29 00:30:52+00:00,"@WPBF25News  big thank you to all the extreme weather team , thank you for be with us all day and night and keep us informed of everything, everywhere . You are the best !! We really appreciate it your work and  professionalism.",ginatvr
941,Safety Harbor,2022-09-27 13:41:27+00:00,"We will be closed today, Tuesday,  9/27 &amp; Wednesday,  9/28 to allow our staff to prepare and be safe for Hurricane Ian.
We tentatively have plans to reopen Thursday, 9/29. We will keep you posted. 
Please stay safe out there Florida!
Cheers!
#HurricanePrep #HurricaneIan https://t.co/jQLoKQcrGY",7venthSunBeer
942,Lauderhill,2022-09-28 20:30:54+00:00,"Weston, FL (4:14 PM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 4:14 PM local time and impacted at least 5 homes.",grid_events
943,Brandon,2022-09-29 15:10:55+00:00,"This is where we live…It is 99 miles north of where Ian made landfall. Clear to see why we are breathing a huge sigh of relief today. 48 hours ago we were in the center of the path. And then, a wobble to the right. We agonize for our neighbors to the south. Can’t even imagine. https://t.co/cIQmWxyxtt",wayhogan
944,Pembroke Pines,2022-09-27 14:57:18+00:00,"Miami-Dade, Broward schools closing as Hurricane Ian zeroes in on Florida
https://t.co/U2VJQ7rMBS",ExceptionLlc
945,Orlando,2022-09-29 05:25:41+00:00,Why during the hurricane theirs water coming into my house..,_chrisaponte
946,Maitland,2022-09-27 21:28:26+00:00,something very dystopian about getting a hurricane warning and hearing about how bad it could be while on the way to work,caffeinatedabi
947,Sanford,2022-09-26 23:04:30+00:00,Amazon turned off next day shipping for orlando. We might actually see this storm,daltnrggs32
948,Fort Lauderdale,2022-09-26 19:38:22+00:00,@beardedphotog24 Direct this at the Dolphins fans and their dumpster fire fair weather fan base.,Todd_Bullock
949,Orlando,2022-09-27 20:50:52+00:00,Disney will close because of Hurricane Ian,MarleiMartinez
950,Weston,2022-09-28 15:07:39+00:00,Holy cow all that water and the storm surge might rush back in like a tsunami 😮,Thunderpussy5
951,Sweetwater,2022-09-26 21:42:04+00:00,"More tales from the grove staring @RickyRussoTTWN and his car. (No Sound because he’s got a potty mouth).
#HurricaneIan #IAN #Miami https://t.co/8LvaRkfCMa",TotalTrafficMIA
952,Plantation,2022-09-28 21:52:51+00:00,Gov. DeSantis says more than 1.1 million people are without power. That number is likely to increase as #Ian passes through. @WPLGLocal10 https://t.co/oZxA3ssoNs,EdenCheckol
953,Safety Harbor,2022-09-28 13:46:55+00:00,This is crazy… the power of this storm!! Water north of the storm now getting sucked out of the Gulf and Bay areas… #HurricaneIan #Ian,MicheleSmith32
954,Weston,2022-09-28 20:11:50+00:00,"Chilling at home weathering Hurricane Ian while finally getting to listen to this awesome vinyl, everyone in FL stay safe! @noobde @MortalKombat https://t.co/iPs0buMFUm",ShaneRagoonan
955,Hollywood,2022-09-28 22:32:51+00:00,Ummm. What? This is the most Florida shit I’ve ever seen. DO NOT DO THIS. #Ian #HurricaneIan #FloridaMan #Florida #flwx #SWFL,LoLikeWhoaa
956,Tampa,2022-09-28 17:39:19+00:00,". @CraigHerreraTV said it well “this is not a social media opportunity” 
This is an extremely dangerous storm that’s already producing record breaking storm surge in SWFL. 
We could soon see water in Tampa Bay rise &amp; move onshore quickly.",NicoleValdesTV
957,Sunrise,2022-09-28 16:15:19+00:00,I’m weather geek. Wife does everything else. Son plays PlayStation,MiamiRadioBeast
958,South Miami,2022-09-27 23:28:06+00:00,"Dolphins travel itinerary for Cincy ahead of Thursday’s game vs. Bengals has changed and the team will now depart early on Wednesday morning due to the forecasted path of Hurricane Ian.

Team originally planned to leave Wednesday afternoon after mid-morning walkthrough in town.",CameronWolfe
959,Winter Springs,2022-09-26 17:56:16+00:00,@UniversalORL @mauriciochiesi Hi I have a question about dated tickets bought through Orlando informer for HHN this Wednesday &amp;thurs. If there’s any possible way for those to be changed if it shuts down from the hurricane. Thank you,craftymom35
960,Miami Beach,2022-09-27 14:13:21+00:00,@Laloimporta As the day progresses I will let you know what I think. All depends on how for east the storm remains. Currently it’s off track of NHC guidance,_MarcAnthony__
961,Tampa,2022-09-29 00:12:45+00:00,"As Ian tracks through the FL peninsula, strong winds and a minor amount of rain/hail are nailing Downtown Tampa. No power outages at our location.

@FoxNewsMMR @foxweather @livenowfox @FoxNews https://t.co/SNXxilCTfP",WestfallAustin
962,Pembroke Pines,2022-09-27 23:30:54+00:00,"Miramar, FL (7:23 PM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 7:23 PM local time and impacted at least 4 homes.",grid_events
963,Safety Harbor,2022-09-29 16:35:26+00:00,"We are safe and just got power back. My brother is heading home to Cape Coral today to assess the damage, please keep him and his family, as well as other returning today in your thoughts. I have yet to see what #Ian did due to no power….",medic_wasteland
964,Clearwater,2022-09-28 15:28:02+00:00,Hurricane Ian starting to hammer Fort Myers https://t.co/i8q0QCJk1u,KennyMoralesTV
965,Maitland,2022-09-28 23:00:27+00:00,@chakidbest29 Sheltering from the hurricane.  Any thing would be a blessing $Griffindorgirl,griffindorgirl
966,Safety Harbor,2022-09-28 00:13:10+00:00,My last view before Ian. https://t.co/OW4u5Ac71A,10ruthyrudy10
967,New Smyrna Beach,2022-09-28 12:08:33+00:00,🙏🏻🙏🏻🙏🏻 for all Floridians over the next few days as 🌀Ian rolls through. #HurricaneIan #Florida #Hurricane https://t.co/oEzQYOUmaE,SeasonedTrades
968,Orlando,2022-09-29 04:43:27+00:00,Storm has really intensified over Orlando. Just heard a big boom and lost power immediately after. #Florida #Ian,loonylibra
969,Tallahassee,2022-09-29 18:34:20+00:00,Lol Wake putting out a whole statement about traveling to a place that got no rain and a breeze from Hurricane Ian.,FSURich
970,Davie,2022-09-27 23:55:02+00:00,Alguien que viva en el ultimo piso de algun edificio en Miami Beach... 😰🌀🌪🌧⚡️ #HurricanIan #Miami https://t.co/b7mKJpqCfy,FJosueSierra1
971,Sunrise,2022-09-29 22:02:06+00:00,Vean cómo quedó la Costa oeste de la Florida #Ian https://t.co/ov5XmYBdkb,sussy44
972,Orlando,2022-09-24 15:06:27+00:00,NASA has scrubbed Tuesday’s Artemis launch due to concerns over the potential impact of Tropical Storm Ian.,KelsiThorud
973,Fort Lauderdale,2022-09-27 18:09:43+00:00,"12z Euro southward shift landfall around Cape Coral, FL #IAN https://t.co/YfDNdEpKlP",HurricanesJames
974,Plantation,2022-09-28 13:19:48+00:00,Talk about dedication. Category 5 hurricane looming and FedEx still wants to make sure you get your packages. Is UPS doing this? https://t.co/YD1WZkDIoO,NHooper19
975,Safety Harbor,2022-09-27 19:15:45+00:00,"@shopxlabs Doing a mini evacuation for the hurricane. My audio got rugged 😒

Been with shopx since launch doing:
-whitepapers 
-R and D
-content/copy/articles
-pr/marketing/press releases
-parties
-outreach
-etc",thekurtivy
976,Maitland,2022-09-26 22:08:11+00:00,Rooney is ready for the hurricane! https://t.co/rmxoIc2qaG,Steelerfanrjh
977,Pembroke Pines,2022-09-28 22:11:02+00:00,"Please pray for my son and I as we're trying to get through this storm, blessings from MIAMI FLORIDA",MonlynShantelle
978,Maitland,2022-09-26 18:25:40+00:00,What hurricane snacks are you getting?,FoodALoveStory_
979,South Miami,2022-09-29 17:33:10+00:00,"@DRmetwatch Got the atmospheric pairs thing going it seems. Earl and Fiona tracks weren't that different, now this. Hopefully just one Ian though 😬",AndyHazelton
980,Brandon,2022-09-26 10:56:14+00:00,Heard there is very interesting column on Hurricane Ime 🌀 in the sports section,realOBF
981,Palmetto Bay,2022-09-27 23:39:16+00:00,"Yo diciendole a mi amiga que si me muero por el huracán Ian al menos muero en Estados Unidos. 
Mi amiga: Yerba mala nunca muere 
😑😒",Noedith47
982,Boca Raton,2022-09-28 04:46:53+00:00,DeSantis has turned off “talk like Trump” mode for his Ian press conferences and it’s hilarious to see the difference,cspencer96
983,Sweetwater,2022-09-29 18:08:01+00:00,"THIS IS SO HEARTBREAKING DeSantis says Hurricane Ian death count in Lee County still unclear
https://t.co/sxMHausyoy",MonlynShantelle
984,Kissimmee,2022-09-29 02:30:55+00:00,"Clermont, FL (10:18 PM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 10:18 PM local time and impacted at least 6 homes.",grid_events
985,Daytona Beach,2022-09-29 12:52:16+00:00,@DiggityDogDo weather is awful here. No power. Gotta save battery.,PetilloEllen
986,Miami Gardens,2022-09-28 01:30:59+00:00,"@MalkeKevin @FLSERT this is a red state, also this is not a joke, many people may lose their lives to this storm,",imnoahc
987,South Miami,2022-09-28 04:10:13+00:00,"Nearly 7,000 now without power in the lower keys as Ian continues to lash the island chain with strong winds and storm surge. https://t.co/hMMTd1X1Tt",fguzmanon7
988,Hollywood,2022-09-28 15:58:19+00:00,Why?? Nothing happened in #Miami and we have to pay more for premium gas?? Why? #Hurricane Ian @MiamiDadeCounty @MiamiMayor @MayorDaniella https://t.co/5fXIVPHsZ5,PapichuloLR
989,Miramar,2022-09-24 20:03:41+00:00,"#staysafe everyone &amp; pls prepared 4 the #tropicalstorm #ian 🙏 #florida   🏝️ 🌊⛈️ #cubanjulia @ Miami, Florida https://t.co/Il3a4foyFS",juliagallardo
